Region,newdate,Deaths,Recoveries,Active,DeathRateCases
Azerbaijan,2020-1-23,0,0,0,
Azerbaijan,2020-1-24,0,0,0,
Azerbaijan,2020-1-25,0,0,0,
Azerbaijan,2020-1-26,0,0,0,
Azerbaijan,2020-1-27,0,0,0,
Azerbaijan,2020-1-28,0,0,0,
Azerbaijan,2020-1-29,0,0,0,
Azerbaijan,2020-1-30,0,0,0,
Azerbaijan,2020-1-31,0,0,0,
Azerbaijan,2020-2-1,0,0,0,
Azerbaijan,2020-2-2,0,0,0,
Azerbaijan,2020-2-3,0,0,0,
Azerbaijan,2020-2-4,0,0,0,
Azerbaijan,2020-2-5,0,0,0,
Azerbaijan,2020-2-6,0,0,0,
Azerbaijan,2020-2-7,0,0,0,
Azerbaijan,2020-2-8,0,0,0,
Azerbaijan,2020-2-9,0,0,0,
Azerbaijan,2020-2-10,0,0,0,
Azerbaijan,2020-2-11,0,0,0,
Azerbaijan,2020-2-12,0,0,0,
Azerbaijan,2020-2-13,0,0,0,
Azerbaijan,2020-2-14,0,0,0,
Azerbaijan,2020-2-15,0,0,0,
Azerbaijan,2020-2-16,0,0,0,
Azerbaijan,2020-2-17,0,0,0,
Azerbaijan,2020-2-18,0,0,0,
Azerbaijan,2020-2-19,0,0,0,
Azerbaijan,2020-2-20,0,0,0,
Azerbaijan,2020-2-21,0,0,0,
Azerbaijan,2020-2-22,0,0,0,
Azerbaijan,2020-2-23,0,0,0,
Azerbaijan,2020-2-24,0,0,0,
Azerbaijan,2020-2-25,0,0,0,
Azerbaijan,2020-2-26,0,0,0,
Azerbaijan,2020-2-27,0,0,0,
Azerbaijan,2020-2-28,0,0,0,
Azerbaijan,2020-2-29,0,0,0,
Azerbaijan,2020-3-1,0,0,3,0
Azerbaijan,2020-3-2,0,0,3,0
Azerbaijan,2020-3-3,0,0,3,0
Azerbaijan,2020-3-4,0,0,3,0
Azerbaijan,2020-3-5,0,0,6,0
Azerbaijan,2020-3-6,0,0,6,0
Azerbaijan,2020-3-7,0,0,9,0
Azerbaijan,2020-3-8,0,0,9,0
Azerbaijan,2020-3-9,0,0,9,0
Azerbaijan,2020-3-10,0,0,11,0
Azerbaijan,2020-3-11,0,3,8,0
Azerbaijan,2020-3-12,0,3,8,0
Bahrain,2020-1-22,0,0,0,
Bahrain,2020-1-23,0,0,0,
Bahrain,2020-1-24,0,0,0,
Bahrain,2020-1-25,0,0,0,
Bahrain,2020-1-26,0,0,0,
Bahrain,2020-1-27,0,0,0,
Bahrain,2020-1-28,0,0,0,
Bahrain,2020-1-29,0,0,0,
Bahrain,2020-1-30,0,0,0,
Bahrain,2020-1-31,0,0,0,
Bahrain,2020-2-1,0,0,0,
Bahrain,2020-2-2,0,0,0,
Bahrain,2020-2-3,0,0,0,
Bahrain,2020-2-4,0,0,0,
Bahrain,2020-2-5,0,0,0,
Bahrain,2020-2-6,0,0,0,
Bahrain,2020-2-7,0,0,0,
Bahrain,2020-2-8,0,0,0,
Bahrain,2020-2-9,0,0,0,
Bahrain,2020-2-10,0,0,0,
Bahrain,2020-2-11,0,0,0,
Bahrain,2020-2-12,0,0,0,
Bahrain,2020-2-13,0,0,0,
Bahrain,2020-2-14,0,0,0,
Bahrain,2020-2-15,0,0,0,
Bahrain,2020-2-16,0,0,0,
Bahrain,2020-2-17,0,0,0,
Bahrain,2020-2-18,0,0,0,
Bahrain,2020-2-19,0,0,0,
Bahrain,2020-2-20,0,0,0,
Bahrain,2020-2-21,0,0,0,
Bahrain,2020-2-22,0,0,0,
Bahrain,2020-2-23,0,0,0,
Bahrain,2020-2-24,0,0,1,0
Bahrain,2020-2-25,0,0,23,0
Bahrain,2020-2-26,0,0,33,0
Bahrain,2020-2-27,0,0,33,0
Bahrain,2020-2-28,0,0,36,0
Bahrain,2020-2-29,0,0,41,0
Bahrain,2020-3-1,0,0,47,0
Bahrain,2020-3-2,0,0,49,0
Bahrain,2020-3-3,0,0,49,0
Bahrain,2020-3-4,0,0,52,0
Bahrain,2020-3-5,0,0,55,0
Bahrain,2020-3-6,0,4,56,0
Bahrain,2020-3-7,0,4,81,0
Bahrain,2020-3-8,0,4,81,0
Bahrain,2020-3-9,0,14,81,0
Bahrain,2020-3-10,0,22,88,0
Bahrain,2020-3-11,0,35,160,0
Bahrain,2020-3-12,0,35,160,0
Bangladesh,2020-1-22,0,0,0,
Bangladesh,2020-1-23,0,0,0,
Bangladesh,2020-1-24,0,0,0,
Bangladesh,2020-1-25,0,0,0,
Bangladesh,2020-1-26,0,0,0,
Bangladesh,2020-1-27,0,0,0,
Bangladesh,2020-1-28,0,0,0,
Bangladesh,2020-1-29,0,0,0,
Bangladesh,2020-1-30,0,0,0,
Bangladesh,2020-1-31,0,0,0,
Bangladesh,2020-2-1,0,0,0,
Bangladesh,2020-2-2,0,0,0,
Bangladesh,2020-2-3,0,0,0,
Bangladesh,2020-2-4,0,0,0,
Bangladesh,2020-2-5,0,0,0,
Bangladesh,2020-2-6,0,0,0,
Bangladesh,2020-2-7,0,0,0,
Bangladesh,2020-2-8,0,0,0,
Bangladesh,2020-2-9,0,0,0,
Bangladesh,2020-2-10,0,0,0,
Bangladesh,2020-2-11,0,0,0,
Bangladesh,2020-2-12,0,0,0,
Bangladesh,2020-2-13,0,0,0,
Bangladesh,2020-2-14,0,0,0,
Bangladesh,2020-2-15,0,0,0,
Bangladesh,2020-2-16,0,0,0,
Bangladesh,2020-2-17,0,0,0,
Bangladesh,2020-2-18,0,0,0,
Bangladesh,2020-2-19,0,0,0,
Bangladesh,2020-2-20,0,0,0,
Bangladesh,2020-2-21,0,0,0,
Bangladesh,2020-2-22,0,0,0,
Bangladesh,2020-2-23,0,0,0,
Bangladesh,2020-2-24,0,0,0,
Bangladesh,2020-2-25,0,0,0,
Bangladesh,2020-2-26,0,0,0,
Bangladesh,2020-2-27,0,0,0,
Bangladesh,2020-2-28,0,0,0,
Bangladesh,2020-2-29,0,0,0,
Bangladesh,2020-3-1,0,0,0,
Bangladesh,2020-3-2,0,0,0,
Bangladesh,2020-3-3,0,0,0,
Bangladesh,2020-3-4,0,0,0,
Bangladesh,2020-3-5,0,0,0,
Bangladesh,2020-3-6,0,0,0,
Bangladesh,2020-3-7,0,0,0,
Bangladesh,2020-3-8,0,0,3,0
Bangladesh,2020-3-9,0,0,3,0
Bangladesh,2020-3-10,0,0,3,0
Bangladesh,2020-3-11,0,0,3,0
Bangladesh,2020-3-12,0,0,3,0
Belarus,2020-1-22,0,0,0,
Belarus,2020-1-23,0,0,0,
Belarus,2020-1-24,0,0,0,
Belarus,2020-1-25,0,0,0,
Belarus,2020-1-26,0,0,0,
Belarus,2020-1-27,0,0,0,
Belarus,2020-1-28,0,0,0,
Belarus,2020-1-29,0,0,0,
Belarus,2020-1-30,0,0,0,
Belarus,2020-1-31,0,0,0,
Belarus,2020-2-1,0,0,0,
Belarus,2020-2-2,0,0,0,
Belarus,2020-2-3,0,0,0,
Belarus,2020-2-4,0,0,0,
Belarus,2020-2-5,0,0,0,
Belarus,2020-2-6,0,0,0,
Belarus,2020-2-7,0,0,0,
Belarus,2020-2-8,0,0,0,
Belarus,2020-2-9,0,0,0,
Belarus,2020-2-10,0,0,0,
Belarus,2020-2-11,0,0,0,
Belarus,2020-2-12,0,0,0,
Belarus,2020-2-13,0,0,0,
Belarus,2020-2-14,0,0,0,
Belarus,2020-2-15,0,0,0,
Belarus,2020-2-16,0,0,0,
Belarus,2020-2-17,0,0,0,
Belarus,2020-2-18,0,0,0,
Belarus,2020-2-19,0,0,0,
Belarus,2020-2-20,0,0,0,
Belarus,2020-2-21,0,0,0,
Belarus,2020-2-22,0,0,0,
Belarus,2020-2-23,0,0,0,
Belarus,2020-2-24,0,0,0,
Belarus,2020-2-25,0,0,0,
Belarus,2020-2-26,0,0,0,
Belarus,2020-2-27,0,0,0,
Belarus,2020-2-28,0,0,1,0
Belarus,2020-2-29,0,0,1,0
Belarus,2020-3-1,0,0,1,0
Belarus,2020-3-2,0,0,1,0
Belarus,2020-3-3,0,0,1,0
Belarus,2020-3-4,0,0,6,0
Belarus,2020-3-5,0,0,6,0
Belarus,2020-3-6,0,0,6,0
Belarus,2020-3-7,0,0,6,0
Belarus,2020-3-8,0,0,6,0
Belarus,2020-3-9,0,1,5,0
Belarus,2020-3-10,0,3,6,0
Belarus,2020-3-11,0,3,6,0
Belarus,2020-3-12,0,3,9,0
Belgium,2020-1-22,0,0,0,
Belgium,2020-1-23,0,0,0,
Belgium,2020-1-24,0,0,0,
Belgium,2020-1-25,0,0,0,
Belgium,2020-1-26,0,0,0,
Belgium,2020-1-27,0,0,0,
Belgium,2020-1-28,0,0,0,
Belgium,2020-1-29,0,0,0,
Belgium,2020-1-30,0,0,0,
Belgium,2020-1-31,0,0,0,
Belgium,2020-2-1,0,0,0,
Belgium,2020-2-2,0,0,0,
Belgium,2020-2-3,0,0,0,
Belgium,2020-2-4,0,0,1,0
Belgium,2020-2-5,0,0,1,0
Belgium,2020-2-6,0,0,1,0
Belgium,2020-2-7,0,0,1,0
Belgium,2020-2-8,0,0,1,0
Belgium,2020-2-9,0,0,1,0
Belgium,2020-2-10,0,0,1,0
Belgium,2020-2-11,0,0,1,0
Belgium,2020-2-12,0,0,1,0
Belgium,2020-2-13,0,0,1,0
Belgium,2020-2-14,0,0,1,0
Belgium,2020-2-15,0,0,1,0
Belgium,2020-2-16,0,0,1,0
Belgium,2020-2-17,0,1,0,0
Belgium,2020-2-18,0,1,0,0
Belgium,2020-2-19,0,1,0,0
Belgium,2020-2-20,0,1,0,0
Belgium,2020-2-21,0,1,0,0
Belgium,2020-2-22,0,1,0,0
Belgium,2020-2-23,0,1,0,0
Belgium,2020-2-24,0,1,0,0
Belgium,2020-2-25,0,1,0,0
Belgium,2020-2-26,0,1,0,0
Belgium,2020-2-27,0,1,0,0
Belgium,2020-2-28,0,1,0,0
Belgium,2020-2-29,0,1,0,0
Belgium,2020-3-1,0,1,1,0
Belgium,2020-3-2,0,1,7,0
Belgium,2020-3-3,0,1,12,0
Belgium,2020-3-4,0,1,22,0
Belgium,2020-3-5,0,1,49,0
Belgium,2020-3-6,0,1,108,0
Belgium,2020-3-7,0,1,168,0
Belgium,2020-3-8,0,1,199,0
Belgium,2020-3-9,0,1,238,0
Belgium,2020-3-10,0,1,266,0
Belgium,2020-3-11,3,1,310,0.00955414
Belgium,2020-3-12,3,1,395,0.007518797
Bhutan,2020-1-22,0,0,0,
Bhutan,2020-1-23,0,0,0,
Bhutan,2020-1-24,0,0,0,
Bhutan,2020-1-25,0,0,0,
Bhutan,2020-1-26,0,0,0,
Bhutan,2020-1-27,0,0,0,
Bhutan,2020-1-28,0,0,0,
Bhutan,2020-1-29,0,0,0,
Bhutan,2020-1-30,0,0,0,
Bhutan,2020-1-31,0,0,0,
Bhutan,2020-2-1,0,0,0,
Bhutan,2020-2-2,0,0,0,
Bhutan,2020-2-3,0,0,0,
Bhutan,2020-2-4,0,0,0,
Bhutan,2020-2-5,0,0,0,
Bhutan,2020-2-6,0,0,0,
Bhutan,2020-2-7,0,0,0,
Bhutan,2020-2-8,0,0,0,
Bhutan,2020-2-9,0,0,0,
Bhutan,2020-2-10,0,0,0,
Bhutan,2020-2-11,0,0,0,
Bhutan,2020-2-12,0,0,0,
Bhutan,2020-2-13,0,0,0,
Bhutan,2020-2-14,0,0,0,
Bhutan,2020-2-15,0,0,0,
Bhutan,2020-2-16,0,0,0,
Bhutan,2020-2-17,0,0,0,
Bhutan,2020-2-18,0,0,0,
Bhutan,2020-2-19,0,0,0,
Bhutan,2020-2-20,0,0,0,
Bhutan,2020-2-21,0,0,0,
Bhutan,2020-2-22,0,0,0,
Bhutan,2020-2-23,0,0,0,
Bhutan,2020-2-24,0,0,0,
Bhutan,2020-2-25,0,0,0,
