Region,date,Transmissions,Deaths,Recoveries,Active,DeathRateCases
Algeria,2/16/2020,0,0,0,0,
Algeria,2/17/2020,0,0,0,0,
Algeria,2/18/2020,0,0,0,0,
Algeria,2/19/2020,0,0,0,0,
Algeria,2/20/2020,0,0,0,0,
Algeria,2/21/2020,0,0,0,0,
Algeria,2/22/2020,0,0,0,0,
Algeria,2/23/2020,0,0,0,0,
Algeria,2/24/2020,0,0,0,0,
Algeria,2/25/2020,1,0,0,1,0
Algeria,2/26/2020,1,0,0,1,0
Algeria,2/27/2020,1,0,0,1,0
Algeria,2/28/2020,1,0,0,1,0
Algeria,2/29/2020,1,0,0,1,0
Algeria,3/1/2020,1,0,0,1,0
Algeria,3/2/2020,3,0,0,3,0
Algeria,3/3/2020,5,0,0,5,0
Algeria,3/4/2020,12,0,0,12,0
Algeria,3/5/2020,12,0,0,12,0
Algeria,3/6/2020,17,0,0,17,0
Algeria,3/7/2020,17,0,0,17,0
Algeria,3/8/2020,19,0,0,19,0
Algeria,3/9/2020,20,0,0,20,0
Algeria,3/10/2020,20,0,0,20,0
Algeria,3/11/2020,20,0,0,20,0
Algeria,3/12/2020,24,1,8,15,0.041666667
Andorra,1/22/2020,0,0,0,0,
Andorra,1/23/2020,0,0,0,0,
Andorra,1/24/2020,0,0,0,0,
Andorra,1/25/2020,0,0,0,0,
Andorra,1/26/2020,0,0,0,0,
Andorra,1/27/2020,0,0,0,0,
Andorra,1/28/2020,0,0,0,0,
Andorra,1/29/2020,0,0,0,0,
Andorra,1/30/2020,0,0,0,0,
Andorra,1/31/2020,0,0,0,0,
Andorra,2/1/2020,0,0,0,0,
Andorra,2/2/2020,0,0,0,0,
Andorra,2/3/2020,0,0,0,0,
Andorra,2/4/2020,0,0,0,0,
Andorra,2/5/2020,0,0,0,0,
Andorra,2/6/2020,0,0,0,0,
Andorra,2/7/2020,0,0,0,0,
Andorra,2/8/2020,0,0,0,0,
Andorra,2/9/2020,0,0,0,0,
Andorra,2/10/2020,0,0,0,0,
Andorra,2/11/2020,0,0,0,0,
Andorra,2/12/2020,0,0,0,0,
Andorra,2/13/2020,0,0,0,0,
Andorra,2/14/2020,0,0,0,0,
Andorra,2/15/2020,0,0,0,0,
Andorra,2/16/2020,0,0,0,0,
Andorra,2/17/2020,0,0,0,0,
Andorra,2/18/2020,0,0,0,0,
Andorra,2/19/2020,0,0,0,0,
Andorra,2/20/2020,0,0,0,0,
Andorra,2/21/2020,0,0,0,0,
Andorra,2/22/2020,0,0,0,0,
Andorra,2/23/2020,0,0,0,0,
Andorra,2/24/2020,0,0,0,0,
Andorra,2/25/2020,0,0,0,0,
Andorra,2/26/2020,0,0,0,0,
Andorra,2/27/2020,0,0,0,0,
Andorra,2/28/2020,0,0,0,0,
Andorra,2/29/2020,0,0,0,0,
Andorra,3/1/2020,0,0,0,0,
Andorra,3/2/2020,1,0,0,1,0
Andorra,3/3/2020,1,0,0,1,0
Andorra,3/4/2020,1,0,0,1,0
Andorra,3/5/2020,1,0,0,1,0
Andorra,3/6/2020,1,0,0,1,0
Andorra,3/7/2020,1,0,0,1,0
Andorra,3/8/2020,1,0,0,1,0
Andorra,3/9/2020,1,0,0,1,0
Andorra,3/10/2020,1,0,0,1,0
Andorra,3/11/2020,1,0,0,1,0
Andorra,3/12/2020,1,0,1,0,0
Argentina,1/22/2020,0,0,0,0,
Argentina,1/23/2020,0,0,0,0,
Argentina,1/24/2020,0,0,0,0,
Argentina,1/25/2020,0,0,0,0,
Argentina,1/26/2020,0,0,0,0,
Argentina,1/27/2020,0,0,0,0,
Argentina,1/28/2020,0,0,0,0,
Argentina,1/29/2020,0,0,0,0,
Argentina,1/30/2020,0,0,0,0,
Argentina,1/31/2020,0,0,0,0,
Argentina,2/1/2020,0,0,0,0,
Argentina,2/2/2020,0,0,0,0,
Argentina,2/3/2020,0,0,0,0,
Argentina,2/4/2020,0,0,0,0,
Argentina,2/5/2020,0,0,0,0,
Argentina,2/6/2020,0,0,0,0,
Argentina,2/7/2020,0,0,0,0,
Argentina,2/8/2020,0,0,0,0,
Argentina,2/9/2020,0,0,0,0,
Argentina,2/10/2020,0,0,0,0,
Argentina,2/11/2020,0,0,0,0,
Argentina,2/12/2020,0,0,0,0,
Argentina,2/13/2020,0,0,0,0,
Argentina,2/14/2020,0,0,0,0,
Argentina,2/15/2020,0,0,0,0,
Argentina,2/16/2020,0,0,0,0,
Argentina,2/17/2020,0,0,0,0,
Argentina,2/18/2020,0,0,0,0,
Argentina,2/19/2020,0,0,0,0,
Argentina,2/20/2020,0,0,0,0,
Argentina,2/21/2020,0,0,0,0,
Argentina,2/22/2020,0,0,0,0,
Argentina,2/23/2020,0,0,0,0,
Argentina,2/24/2020,0,0,0,0,
Argentina,2/25/2020,0,0,0,0,
Argentina,2/26/2020,0,0,0,0,
Argentina,2/27/2020,0,0,0,0,
Argentina,2/28/2020,0,0,0,0,
Argentina,2/29/2020,0,0,0,0,
Argentina,3/1/2020,0,0,0,0,
Argentina,3/2/2020,0,0,0,0,
Argentina,3/3/2020,1,0,0,1,0
Argentina,3/4/2020,1,0,0,1,0
Argentina,3/5/2020,1,0,0,1,0
Argentina,3/6/2020,2,0,0,2,0
Argentina,3/7/2020,8,0,0,8,0
Argentina,3/8/2020,12,1,0,11,0.083333333
Argentina,3/9/2020,12,1,0,11,0.083333333
Argentina,3/10/2020,17,1,0,16,0.058823529
Argentina,3/11/2020,19,1,0,18,0.052631579
Argentina,3/12/2020,19,1,0,18,0.052631579
Armenia,1/22/2020,0,0,0,0,
Armenia,1/23/2020,0,0,0,0,
Armenia,1/24/2020,0,0,0,0,
Armenia,1/25/2020,0,0,0,0,
Armenia,1/26/2020,0,0,0,0,
Armenia,1/27/2020,0,0,0,0,
Armenia,1/28/2020,0,0,0,0,
Armenia,1/29/2020,0,0,0,0,
Armenia,1/30/2020,0,0,0,0,
Armenia,1/31/2020,0,0,0,0,
Armenia,2/1/2020,0,0,0,0,
Armenia,2/2/2020,0,0,0,0,
Armenia,2/3/2020,0,0,0,0,
Armenia,2/4/2020,0,0,0,0,
Armenia,2/5/2020,0,0,0,0,
Armenia,2/6/2020,0,0,0,0,
Armenia,2/7/2020,0,0,0,0,
Armenia,2/8/2020,0,0,0,0,
Armenia,2/9/2020,0,0,0,0,
Armenia,2/10/2020,0,0,0,0,
Armenia,2/11/2020,0,0,0,0,
Armenia,2/12/2020,0,0,0,0,
Armenia,2/13/2020,0,0,0,0,
Armenia,2/14/2020,0,0,0,0,
Armenia,2/15/2020,0,0,0,0,
Armenia,2/16/2020,0,0,0,0,
Armenia,2/17/2020,0,0,0,0,
Armenia,2/18/2020,0,0,0,0,
Armenia,2/19/2020,0,0,0,0,
Armenia,2/20/2020,0,0,0,0,
Armenia,2/21/2020,0,0,0,0,
Armenia,2/22/2020,0,0,0,0,
Armenia,2/23/2020,0,0,0,0,
Armenia,2/24/2020,0,0,0,0,
Armenia,2/25/2020,0,0,0,0,
Armenia,2/26/2020,0,0,0,0,
Armenia,2/27/2020,0,0,0,0,
Armenia,2/28/2020,0,0,0,0,
Armenia,2/29/2020,0,0,0,0,
Armenia,3/1/2020,1,0,0,1,0
Armenia,3/2/2020,1,0,0,1,0
Armenia,3/3/2020,1,0,0,1,0
Armenia,3/4/2020,1,0,0,1,0
Armenia,3/5/2020,1,0,0,1,0
Armenia,3/6/2020,1,0,0,1,0
Armenia,3/7/2020,1,0,0,1,0
Armenia,3/8/2020,1,0,0,1,0
Armenia,3/9/2020,1,0,0,1,0
Armenia,3/10/2020,1,0,0,1,0
Armenia,3/11/2020,1,0,0,1,0
Armenia,3/12/2020,4,0,0,4,0
Australia,1/22/2020,0,0,0,0,
Australia,1/23/2020,0,0,0,0,
Australia,1/24/2020,0,0,0,0,
Australia,1/25/2020,0,0,0,0,
Australia,1/26/2020,4,0,0,4,0
Australia,1/27/2020,5,0,0,5,0
Australia,1/28/2020,5,0,0,5,0
Australia,1/29/2020,6,0,0,6,0
Australia,1/30/2020,9,0,2,7,0
Australia,1/31/2020,9,0,2,7,0
Australia,2/1/2020,12,0,2,10,0
Australia,2/2/2020,12,0,2,10,0
Australia,2/3/2020,12,0,2,10,0
Australia,2/4/2020,13,0,2,11,0
Australia,2/5/2020,13,0,2,11,0
Australia,2/6/2020,14,0,2,12,0
Australia,2/7/2020,15,0,2,13,0
Australia,2/8/2020,15,0,2,13,0
Australia,2/9/2020,15,0,2,13,0
Australia,2/10/2020,15,0,2,13,0
Australia,2/11/2020,15,0,2,13,0
Australia,2/12/2020,15,0,2,13,0
Australia,2/13/2020,15,0,8,7,0
Australia,2/14/2020,15,0,8,7,0
Australia,2/15/2020,15,0,8,7,0
Australia,2/16/2020,15,0,8,7,0
Australia,2/17/2020,15,0,10,5,0
Australia,2/18/2020,15,0,10,5,0
Australia,2/19/2020,15,0,10,5,0
Australia,2/20/2020,15,0,10,5,0
Australia,2/21/2020,19,0,11,8,0
Australia,2/22/2020,22,0,11,11,0
Australia,2/23/2020,22,0,11,11,0
Australia,2/24/2020,22,0,11,11,0
Australia,2/25/2020,22,0,11,11,0
Australia,2/26/2020,22,0,11,11,0
Australia,2/27/2020,23,0,11,12,0
Australia,2/28/2020,23,0,11,12,0
Australia,2/29/2020,18,0,11,7,0
Australia,3/1/2020,25,1,11,13,0.04
Australia,3/2/2020,28,1,11,16,0.035714286
Australia,3/3/2020,30,1,11,18,0.033333333
Australia,3/4/2020,42,2,11,29,0.047619048
Australia,3/5/2020,53,2,21,30,0.037735849
Australia,3/6/2020,56,2,21,33,0.035714286
Australia,3/7/2020,60,2,21,37,0.033333333
Australia,3/8/2020,64,3,21,40,0.046875
Australia,3/9/2020,76,3,21,52,0.039473684
Australia,3/10/2020,92,3,21,68,0.032608696
Australia,3/11/2020,108,3,21,84,0.027777778
Australia,3/12/2020,128,3,21,104,0.0234375
Austria,1/22/2020,0,0,0,0,
Austria,1/23/2020,0,0,0,0,
Austria,1/24/2020,0,0,0,0,
Austria,1/25/2020,0,0,0,0,
Austria,1/26/2020,0,0,0,0,
Austria,1/27/2020,0,0,0,0,
Austria,1/28/2020,0,0,0,0,
Austria,1/29/2020,0,0,0,0,
Austria,1/30/2020,0,0,0,0,
Austria,1/31/2020,0,0,0,0,
Austria,2/1/2020,0,0,0,0,
Austria,2/2/2020,0,0,0,0,
Austria,2/3/2020,0,0,0,0,
Austria,2/4/2020,0,0,0,0,
Austria,2/5/2020,0,0,0,0,
Austria,2/6/2020,0,0,0,0,
Austria,2/7/2020,0,0,0,0,
Austria,2/8/2020,0,0,0,0,
Austria,2/9/2020,0,0,0,0,
Austria,2/10/2020,0,0,0,0,
Austria,2/11/2020,0,0,0,0,
Austria,2/12/2020,0,0,0,0,
Austria,2/13/2020,0,0,0,0,
Austria,2/14/2020,0,0,0,0,
Austria,2/15/2020,0,0,0,0,
Austria,2/16/2020,0,0,0,0,
Austria,2/17/2020,0,0,0,0,
Austria,2/18/2020,0,0,0,0,
Austria,2/19/2020,0,0,0,0,
Austria,2/20/2020,0,0,0,0,
Austria,2/21/2020,0,0,0,0,
Austria,2/22/2020,0,0,0,0,
Austria,2/23/2020,0,0,0,0,
Austria,2/24/2020,0,0,0,0,
Austria,2/25/2020,2,0,0,2,0
Austria,2/26/2020,2,0,0,2,0
Austria,2/27/2020,3,0,0,3,0
Austria,2/28/2020,3,0,0,3,0
Austria,2/29/2020,9,0,0,9,0
Austria,3/1/2020,14,0,0,14,0
Austria,3/2/2020,18,0,0,18,0
Austria,3/3/2020,21,0,0,21,0
Austria,3/4/2020,29,0,0,29,0
Austria,3/5/2020,41,0,0,41,0
Austria,3/6/2020,55,0,0,55,0
Austria,3/7/2020,79,0,0,79,0
Austria,3/8/2020,104,0,0,104,0
Austria,3/9/2020,131,0,2,129,0
Austria,3/10/2020,182,0,4,178,0
Austria,3/11/2020,246,0,4,242,0
Austria,3/12/2020,361,1,4,356,0.002770083
Azerbaijan,1/22/2020,0,0,0,0,
Azerbaijan,1/23/2020,0,0,0,0,
Azerbaijan,1/24/2020,0,0,0,0,
Azerbaijan,1/25/2020,0,0,0,0,
Azerbaijan,1/26/2020,0,0,0,0,
Azerbaijan,1/27/2020,0,0,0,0,
Azerbaijan,1/28/2020,0,0,0,0,
Azerbaijan,1/29/2020,0,0,0,0,
Azerbaijan,1/30/2020,0,0,0,0,
Azerbaijan,1/31/2020,0,0,0,0,
Azerbaijan,2/1/2020,0,0,0,0,
Azerbaijan,2/2/2020,0,0,0,0,
Azerbaijan,2/3/2020,0,0,0,0,
Azerbaijan,2/4/2020,0,0,0,0,
Azerbaijan,2/5/2020,0,0,0,0,
Azerbaijan,2/6/2020,0,0,0,0,
Azerbaijan,2/7/2020,0,0,0,0,
Azerbaijan,2/8/2020,0,0,0,0,
Azerbaijan,2/9/2020,0,0,0,0,
Azerbaijan,2/10/2020,0,0,0,0,
Azerbaijan,2/11/2020,0,0,0,0,
Azerbaijan,2/12/2020,0,0,0,0,
Azerbaijan,2/13/2020,0,0,0,0,
Azerbaijan,2/14/2020,0,0,0,0,
Azerbaijan,2/15/2020,0,0,0,0,
Azerbaijan,2/16/2020,0,0,0,0,
Azerbaijan,2/17/2020,0,0,0,0,
Azerbaijan,2/18/2020,0,0,0,0,
Azerbaijan,2/19/2020,0,0,0,0,
Azerbaijan,2/20/2020,0,0,0,0,
Azerbaijan,2/21/2020,0,0,0,0,
Azerbaijan,2/22/2020,0,0,0,0,
Azerbaijan,2/23/2020,0,0,0,0,
Azerbaijan,2/24/2020,0,0,0,0,
Azerbaijan,2/25/2020,0,0,0,0,
Azerbaijan,2/26/2020,0,0,0,0,
Azerbaijan,2/27/2020,0,0,0,0,
Azerbaijan,2/28/2020,0,0,0,0,
Azerbaijan,2/29/2020,0,0,0,0,
Azerbaijan,3/1/2020,3,0,0,3,0
Azerbaijan,3/2/2020,3,0,0,3,0
Azerbaijan,3/3/2020,3,0,0,3,0
Azerbaijan,3/4/2020,3,0,0,3,0
Azerbaijan,3/5/2020,6,0,0,6,0
Azerbaijan,3/6/2020,6,0,0,6,0
Azerbaijan,3/7/2020,9,0,0,9,0
Azerbaijan,3/8/2020,9,0,0,9,0
Azerbaijan,3/9/2020,9,0,0,9,0
Azerbaijan,3/10/2020,11,0,0,11,0
Azerbaijan,3/11/2020,11,0,3,8,0
Azerbaijan,3/12/2020,11,0,3,8,0
Bahrain,1/22/2020,0,0,0,0,
Bahrain,1/23/2020,0,0,0,0,
Bahrain,1/24/2020,0,0,0,0,
Bahrain,1/25/2020,0,0,0,0,
Bahrain,1/26/2020,0,0,0,0,
Bahrain,1/27/2020,0,0,0,0,
Bahrain,1/28/2020,0,0,0,0,
Bahrain,1/29/2020,0,0,0,0,
Bahrain,1/30/2020,0,0,0,0,
Bahrain,1/31/2020,0,0,0,0,
Bahrain,2/1/2020,0,0,0,0,
Bahrain,2/2/2020,0,0,0,0,
Bahrain,2/3/2020,0,0,0,0,
Bahrain,2/4/2020,0,0,0,0,
Bahrain,2/5/2020,0,0,0,0,
Bahrain,2/6/2020,0,0,0,0,
Bahrain,2/7/2020,0,0,0,0,
Bahrain,2/8/2020,0,0,0,0,
Bahrain,2/9/2020,0,0,0,0,
Bahrain,2/10/2020,0,0,0,0,
Bahrain,2/11/2020,0,0,0,0,
Bahrain,2/12/2020,0,0,0,0,
Bahrain,2/13/2020,0,0,0,0,
Bahrain,2/14/2020,0,0,0,0,
Bahrain,2/15/2020,0,0,0,0,
Bahrain,2/16/2020,0,0,0,0,
Bahrain,2/17/2020,0,0,0,0,
Bahrain,2/18/2020,0,0,0,0,
Bahrain,2/19/2020,0,0,0,0,
Bahrain,2/20/2020,0,0,0,0,
Bahrain,2/21/2020,0,0,0,0,
Bahrain,2/22/2020,0,0,0,0,
Bahrain,2/23/2020,0,0,0,0,
Bahrain,2/24/2020,1,0,0,1,0
Bahrain,2/25/2020,23,0,0,23,0
Bahrain,2/26/2020,33,0,0,33,0
Bahrain,2/27/2020,33,0,0,33,0
Bahrain,2/28/2020,36,0,0,36,0
Bahrain,2/29/2020,41,0,0,41,0
Bahrain,3/1/2020,47,0,0,47,0
Bahrain,3/2/2020,49,0,0,49,0
Bahrain,3/3/2020,49,0,0,49,0
Bahrain,3/4/2020,52,0,0,52,0
Bahrain,3/5/2020,55,0,0,55,0
Bahrain,3/6/2020,60,0,4,56,0
Bahrain,3/7/2020,85,0,4,81,0
Bahrain,3/8/2020,85,0,4,81,0
Bahrain,3/9/2020,95,0,14,81,0
Bahrain,3/10/2020,110,0,22,88,0
Bahrain,3/11/2020,195,0,35,160,0
Bahrain,3/12/2020,195,0,35,160,0
Bangladesh,1/22/2020,0,0,0,0,
Bangladesh,1/23/2020,0,0,0,0,
Bangladesh,1/24/2020,0,0,0,0,
Bangladesh,1/25/2020,0,0,0,0,
Bangladesh,1/26/2020,0,0,0,0,
Bangladesh,1/27/2020,0,0,0,0,
Bangladesh,1/28/2020,0,0,0,0,
Bangladesh,1/29/2020,0,0,0,0,
Bangladesh,1/30/2020,0,0,0,0,
Bangladesh,1/31/2020,0,0,0,0,
Bangladesh,2/1/2020,0,0,0,0,
Bangladesh,2/2/2020,0,0,0,0,
Bangladesh,2/3/2020,0,0,0,0,
Bangladesh,2/4/2020,0,0,0,0,
Bangladesh,2/5/2020,0,0,0,0,
Bangladesh,2/6/2020,0,0,0,0,
Bangladesh,2/7/2020,0,0,0,0,
Bangladesh,2/8/2020,0,0,0,0,
Bangladesh,2/9/2020,0,0,0,0,
Bangladesh,2/10/2020,0,0,0,0,
Bangladesh,2/11/2020,0,0,0,0,
Bangladesh,2/12/2020,0,0,0,0,
Bangladesh,2/13/2020,0,0,0,0,
Bangladesh,2/14/2020,0,0,0,0,
Bangladesh,2/15/2020,0,0,0,0,
Bangladesh,2/16/2020,0,0,0,0,
Bangladesh,2/17/2020,0,0,0,0,
Bangladesh,2/18/2020,0,0,0,0,
Bangladesh,2/19/2020,0,0,0,0,
Bangladesh,2/20/2020,0,0,0,0,
Bangladesh,2/21/2020,0,0,0,0,
Bangladesh,2/22/2020,0,0,0,0,
Bangladesh,2/23/2020,0,0,0,0,
Bangladesh,2/24/2020,0,0,0,0,
Bangladesh,2/25/2020,0,0,0,0,
Bangladesh,2/26/2020,0,0,0,0,
Bangladesh,2/27/2020,0,0,0,0,
Bangladesh,2/28/2020,0,0,0,0,
Bangladesh,2/29/2020,0,0,0,0,
Bangladesh,3/1/2020,0,0,0,0,
Bangladesh,3/2/2020,0,0,0,0,
Bangladesh,3/3/2020,0,0,0,0,
Bangladesh,3/4/2020,0,0,0,0,
Bangladesh,3/5/2020,0,0,0,0,
Bangladesh,3/6/2020,0,0,0,0,
Bangladesh,3/7/2020,0,0,0,0,
Bangladesh,3/8/2020,3,0,0,3,0
Bangladesh,3/9/2020,3,0,0,3,0
Bangladesh,3/10/2020,3,0,0,3,0
Bangladesh,3/11/2020,3,0,0,3,0
Bangladesh,3/12/2020,3,0,0,3,0
Belarus,1/22/2020,0,0,0,0,
Belarus,1/23/2020,0,0,0,0,
Belarus,1/24/2020,0,0,0,0,
Belarus,1/25/2020,0,0,0,0,
Belarus,1/26/2020,0,0,0,0,
Belarus,1/27/2020,0,0,0,0,
Belarus,1/28/2020,0,0,0,0,
Belarus,1/29/2020,0,0,0,0,
Belarus,1/30/2020,0,0,0,0,
Belarus,1/31/2020,0,0,0,0,
Belarus,2/1/2020,0,0,0,0,
Belarus,2/2/2020,0,0,0,0,
Belarus,2/3/2020,0,0,0,0,
Belarus,2/4/2020,0,0,0,0,
Belarus,2/5/2020,0,0,0,0,
Belarus,2/6/2020,0,0,0,0,
Belarus,2/7/2020,0,0,0,0,
Belarus,2/8/2020,0,0,0,0,
Belarus,2/9/2020,0,0,0,0,
Belarus,2/10/2020,0,0,0,0,
Belarus,2/11/2020,0,0,0,0,
Belarus,2/12/2020,0,0,0,0,
Belarus,2/13/2020,0,0,0,0,
Belarus,2/14/2020,0,0,0,0,
Belarus,2/15/2020,0,0,0,0,
Belarus,2/16/2020,0,0,0,0,
Belarus,2/17/2020,0,0,0,0,
Belarus,2/18/2020,0,0,0,0,
Belarus,2/19/2020,0,0,0,0,
Belarus,2/20/2020,0,0,0,0,
Belarus,2/21/2020,0,0,0,0,
Belarus,2/22/2020,0,0,0,0,
Belarus,2/23/2020,0,0,0,0,
Belarus,2/24/2020,0,0,0,0,
Belarus,2/25/2020,0,0,0,0,
Belarus,2/26/2020,0,0,0,0,
Belarus,2/27/2020,0,0,0,0,
Belarus,2/28/2020,1,0,0,1,0
Belarus,2/29/2020,1,0,0,1,0
Belarus,3/1/2020,1,0,0,1,0
Belarus,3/2/2020,1,0,0,1,0
Belarus,3/3/2020,1,0,0,1,0
Belarus,3/4/2020,6,0,0,6,0
Belarus,3/5/2020,6,0,0,6,0
Belarus,3/6/2020,6,0,0,6,0
Belarus,3/7/2020,6,0,0,6,0
Belarus,3/8/2020,6,0,0,6,0
Belarus,3/9/2020,6,0,1,5,0
Belarus,3/10/2020,9,0,3,6,0
Belarus,3/11/2020,9,0,3,6,0
Belarus,3/12/2020,12,0,3,9,0
Belgium,1/22/2020,0,0,0,0,
Belgium,1/23/2020,0,0,0,0,
Belgium,1/24/2020,0,0,0,0,
Belgium,1/25/2020,0,0,0,0,
Belgium,1/26/2020,0,0,0,0,
Belgium,1/27/2020,0,0,0,0,
Belgium,1/28/2020,0,0,0,0,
Belgium,1/29/2020,0,0,0,0,
Belgium,1/30/2020,0,0,0,0,
Belgium,1/31/2020,0,0,0,0,
Belgium,2/1/2020,0,0,0,0,
Belgium,2/2/2020,0,0,0,0,
Belgium,2/3/2020,0,0,0,0,
Belgium,2/4/2020,1,0,0,1,0
Belgium,2/5/2020,1,0,0,1,0
Belgium,2/6/2020,1,0,0,1,0
Belgium,2/7/2020,1,0,0,1,0
Belgium,2/8/2020,1,0,0,1,0
Belgium,2/9/2020,1,0,0,1,0
Belgium,2/10/2020,1,0,0,1,0
Belgium,2/11/2020,1,0,0,1,0
Belgium,2/12/2020,1,0,0,1,0
Belgium,2/13/2020,1,0,0,1,0
Belgium,2/14/2020,1,0,0,1,0
Belgium,2/15/2020,1,0,0,1,0
Belgium,2/16/2020,1,0,0,1,0
