UID,Admin2,Province_State,Cases
63072145,Vega Baja,Puerto Rico,9414
63072147,Vieques,Puerto Rico,602
63072149,Villalba,Puerto Rico,2736
63072151,Yabucoa,Puerto Rico,3833
63072153,Yauco,Puerto Rico,3555
84044001,Bristol,Rhode Island,12482
84044003,Kent,Rhode Island,45131
84044005,Newport,Rhode Island,18416
84080044,Out of RI,Rhode Island,0
84044007,Providence,Rhode Island,209760
84090044,Unassigned,Rhode Island,32871
84044009,Washington,Rhode Island,29241
84045001,Abbeville,South Carolina,6367
84045003,Aiken,South Carolina,39243
84045005,Allendale,South Carolina,2011
84045007,Anderson,South Carolina,55866
84045009,Bamberg,South Carolina,3304
84045011,Barnwell,South Carolina,5603
84045013,Beaufort,South Carolina,41090
84045015,Berkeley,South Carolina,49513
84045017,Calhoun,South Carolina,2664
84045019,Charleston,South Carolina,107482
84045021,Cherokee,South Carolina,13830
84045023,Chester,South Carolina,9445
84045025,Chesterfield,South Carolina,11197
84045027,Clarendon,South Carolina,8208
84045029,Colleton,South Carolina,8449
84045031,Darlington,South Carolina,18123
84045033,Dillon,South Carolina,9414
84045035,Dorchester,South Carolina,53851
84045037,Edgefield,South Carolina,6336
84045039,Fairfield,South Carolina,5699
84045041,Florence,South Carolina,40126
84045043,Georgetown,South Carolina,15139
84045045,Greenville,South Carolina,167177
84045047,Greenwood,South Carolina,21157
84045049,Hampton,South Carolina,4862
84045051,Horry,South Carolina,92096
84045053,Jasper,South Carolina,5683
84045055,Kershaw,South Carolina,20070
84045057,Lancaster,South Carolina,23579
84045059,Laurens,South Carolina,17781
84045061,Lee,South Carolina,4110
84045063,Lexington,South Carolina,91351
84045067,Marion,South Carolina,8306
84045069,Marlboro,South Carolina,7481
84045065,McCormick,South Carolina,2105
84045071,Newberry,South Carolina,12621
84045073,Oconee,South Carolina,23046
84045075,Orangeburg,South Carolina,22429
84080045,Out of SC,South Carolina,0
84045077,Pickens,South Carolina,44175
84045079,Richland,South Carolina,115589
84045081,Saluda,South Carolina,3793
84045083,Spartanburg,South Carolina,91019
84045085,Sumter,South Carolina,26287
84090045,Unassigned,South Carolina,0
84045087,Union,South Carolina,7253
84045089,Williamsburg,South Carolina,8260
84045091,York,South Carolina,73743
84046003,Aurora,South Dakota,749
84046005,Beadle,South Dakota,4474
84046007,Bennett,South Dakota,744
84046009,Bon Homme,South Dakota,2266
84046011,Brookings,South Dakota,7931
84046013,Brown,South Dakota,9923
84046015,Brule,South Dakota,1371
84046017,Buffalo,South Dakota,613
84046019,Butte,South Dakota,2640
84046021,Campbell,South Dakota,257
84046023,Charles Mix,South Dakota,2852
84046025,Clark,South Dakota,762
84046027,Clay,South Dakota,3426
84046029,Codington,South Dakota,8141
84046031,Corson,South Dakota,1025
84046033,Custer,South Dakota,1948
84046035,Davison,South Dakota,5732
84046037,Day,South Dakota,1238
84046039,Deuel,South Dakota,1013
84046041,Dewey,South Dakota,2407
84046043,Douglas,South Dakota,673
84046045,Edmunds,South Dakota,909
84046047,Fall River,South Dakota,1736
84046049,Faulk,South Dakota,530
84046051,Grant,South Dakota,1997
84046053,Gregory,South Dakota,1046
84046055,Haakon,South Dakota,440
84046057,Hamlin,South Dakota,1460
84046059,Hand,South Dakota,549
84046061,Hanson,South Dakota,644
84046063,Harding,South Dakota,200
84046065,Hughes,South Dakota,4175
84046067,Hutchinson,South Dakota,1711
84046069,Hyde,South Dakota,297
84046071,Jackson,South Dakota,608
84046073,Jerauld,South Dakota,396
84046075,Jones,South Dakota,173
84046077,Kingsbury,South Dakota,1277
84046079,Lake,South Dakota,2287
84046081,Lawrence,South Dakota,6338
84046083,Lincoln,South Dakota,15260
84046085,Lyman,South Dakota,1181
84046091,Marshall,South Dakota,745
84046087,McCook,South Dakota,1315
84046089,McPherson,South Dakota,415
84046093,Meade,South Dakota,6752
84046095,Mellette,South Dakota,509
84046097,Miner,South Dakota,450
84046099,Minnehaha,South Dakota,56052
84046101,Moody,South Dakota,1342
84046102,Oglala Lakota,South Dakota,3714
84080046,Out of SD,South Dakota,0
84046103,Pennington,South Dakota,31676
84046105,Perkins,South Dakota,670
84046107,Potter,South Dakota,675
84046109,Roberts,South Dakota,2300
84046111,Sanborn,South Dakota,555
84046115,Spink,South Dakota,1359
84046117,Stanley,South Dakota,625
84046119,Sully,South Dakota,240
84046121,Todd,South Dakota,2775
84046123,Tripp,South Dakota,1335
84046125,Turner,South Dakota,1930
84090046,Unassigned,South Dakota,0
84046127,Union,South Dakota,3911
84046129,Walworth,South Dakota,1275
84046135,Yankton,South Dakota,5698
84046137,Ziebach,South Dakota,523
84047001,Anderson,Tennessee,19504
84047003,Bedford,Tennessee,13710
84047005,Benton,Tennessee,3962
84047007,Bledsoe,Tennessee,4326
84047009,Blount,Tennessee,35689
84047011,Bradley,Tennessee,31292
84047013,Campbell,Tennessee,10632
84047015,Cannon,Tennessee,3739
84047017,Carroll,Tennessee,8246
84047019,Carter,Tennessee,14517
84047021,Cheatham,Tennessee,10182
84047023,Chester,Tennessee,5224
84047025,Claiborne,Tennessee,7783
84047027,Clay,Tennessee,2021
84047029,Cocke,Tennessee,10297
84047031,Coffee,Tennessee,15417
84047033,Crockett,Tennessee,4698
84047035,Cumberland,Tennessee,14622
84047037,Davidson,Tennessee,179964
84047041,DeKalb,Tennessee,5694
84047039,Decatur,Tennessee,3344
84047043,Dickson,Tennessee,14412
84047045,Dyer,Tennessee,11817
84047047,Fayette,Tennessee,10727
84047049,Fentress,Tennessee,5041
84047051,Franklin,Tennessee,11698
84047053,Gibson,Tennessee,16029
84047055,Giles,Tennessee,8743
84047057,Grainger,Tennessee,6149
84047059,Greene,Tennessee,20077
84047061,Grundy,Tennessee,3666
84047063,Hamblen,Tennessee,18184
84047065,Hamilton,Tennessee,91829
84047067,Hancock,Tennessee,1789
84047069,Hardeman,Tennessee,6873
84047071,Hardin,Tennessee,7772
84047073,Hawkins,Tennessee,14743
84047075,Haywood,Tennessee,5698
84047077,Henderson,Tennessee,8224
84047079,Henry,Tennessee,7376
84047081,Hickman,Tennessee,6289
84047083,Houston,Tennessee,2418
84047085,Humphreys,Tennessee,4272
84047087,Jackson,Tennessee,2864
84047089,Jefferson,Tennessee,14227
84047091,Johnson,Tennessee,4742
84047093,Knox,Tennessee,116195
84047095,Lake,Tennessee,2581
84047097,Lauderdale,Tennessee,7303
84047099,Lawrence,Tennessee,13326
84047101,Lewis,Tennessee,3257
84047103,Lincoln,Tennessee,9310
84047105,Loudon,Tennessee,13283
84047111,Macon,Tennessee,7627
84047113,Madison,Tennessee,27279
84047115,Marion,Tennessee,7950
84047117,Marshall,Tennessee,9465
84047119,Maury,Tennessee,27145
84047107,McMinn,Tennessee,15201
84047109,McNairy,Tennessee,6555
84047121,Meigs,Tennessee,3117
84047123,Monroe,Tennessee,13183
84047125,Montgomery,Tennessee,46355
84047127,Moore,Tennessee,2050
84047129,Morgan,Tennessee,5392
84047131,Obion,Tennessee,10086
84080047,Out of TN,Tennessee,46463
84047133,Overton,Tennessee,6404
84047135,Perry,Tennessee,2133
84047137,Pickett,Tennessee,1627
84047139,Polk,Tennessee,4326
84047141,Putnam,Tennessee,22644
84047143,Rhea,Tennessee,9237
84047145,Roane,Tennessee,14288
84047147,Robertson,Tennessee,20101
84047149,Rutherford,Tennessee,90041
84047151,Scott,Tennessee,7744
84047153,Sequatchie,Tennessee,3773
84047155,Sevier,Tennessee,28193
84047157,Shelby,Tennessee,225074
84047159,Smith,Tennessee,5523
84047161,Stewart,Tennessee,3036
84047163,Sullivan,Tennessee,40582
84047165,Sumner,Tennessee,49665
84047167,Tipton,Tennessee,16628
84047169,Trousdale,Tennessee,3967
84090047,Unassigned,Tennessee,72304
84047171,Unicoi,Tennessee,4309
84047173,Union,Tennessee,4778
84047175,Van Buren,Tennessee,1667
84047177,Warren,Tennessee,11735
84047179,Washington,Tennessee,33148
84047181,Wayne,Tennessee,5314
84047183,Weakley,Tennessee,8825
84047185,White,Tennessee,7521
84047187,Williamson,Tennessee,58019
84047189,Wilson,Tennessee,39029
84048001,Anderson,Texas,9347
84048003,Andrews,Texas,3751
84048005,Angelina,Texas,15002
84048007,Aransas,Texas,3754
84048009,Archer,Texas,2040
84048011,Armstrong,Texas,480
84048013,Atascosa,Texas,12691
84048015,Austin,Texas,5258
84048017,Bailey,Texas,1344
84048019,Bandera,Texas,3373
84048021,Bastrop,Texas,20909
84048023,Baylor,Texas,787
84048025,Bee,Texas,7840
84048027,Bell,Texas,61687
84048029,Bexar,Texas,521489
84048031,Blanco,Texas,2381
84048033,Borden,Texas,94
84048035,Bosque,Texas,3785
84048037,Bowie,Texas,18348
84048039,Brazoria,Texas,90118
84048041,Brazos,Texas,58048
84048043,Brewster,Texas,1010
84048045,Briscoe,Texas,425
84048047,Brooks,Texas,1509
84048049,Brown,Texas,9957
84048051,Burleson,Texas,4833
84048053,Burnet,Texas,10220
84048055,Caldwell,Texas,13311
84048057,Calhoun,Texas,5440
84048059,Callahan,Texas,2698
84048061,Cameron,Texas,93350
84048063,Camp,Texas,2653
84048065,Carson,Texas,1414
84048067,Cass,Texas,6356
84048069,Castro,Texas,2210
84048071,Chambers,Texas,9978
84048073,Cherokee,Texas,7739
84048075,Childress,Texas,2279
84048077,Clay,Texas,2000
84048079,Cochran,Texas,818
84048081,Coke,Texas,815
84048083,Coleman,Texas,1550
84048085,Collin,Texas,195751
84048087,Collingsworth,Texas,630
84048089,Colorado,Texas,3498
84048091,Comal,Texas,30569
84048093,Comanche,Texas,3078
84048095,Concho,Texas,1001
84048097,Cooke,Texas,6982
84048099,Coryell,Texas,16583
84048101,Cottle,Texas,274
84048103,Crane,Texas,1225
84048105,Crockett,Texas,970
84048107,Crosby,Texas,1797
84048109,Culberson,Texas,501
84048111,Dallam,Texas,1981
84048113,Dallas,Texas,551508
84048115,Dawson,Texas,2421
84048123,DeWitt,Texas,6293
84048117,Deaf Smith,Texas,4083
84048119,Delta,Texas,1711
84048121,Denton,Texas,165595
84048125,Dickens,Texas,407
84048127,Dimmit,Texas,5417
84048129,Donley,Texas,936
84048131,Duval,Texas,3055
84048133,Eastland,Texas,2689
84048135,Ector,Texas,36288
84048137,Edwards,Texas,453
84048141,El Paso,Texas,197173
84048139,Ellis,Texas,46891
84048143,Erath,Texas,8188
84048145,Falls,Texas,3621
84048147,Fannin,Texas,6468
84048149,Fayette,Texas,4558
84048151,Fisher,Texas,577
84048153,Floyd,Texas,1862
84048155,Foard,Texas,194
84048157,Fort Bend,Texas,167953
84048159,Franklin,Texas,2008
84048161,Freestone,Texas,3736
84048163,Frio,Texas,5254
84048165,Gaines,Texas,1734
84048167,Galveston,Texas,91623
84048169,Garza,Texas,1204
84048171,Gillespie,Texas,5032
84048173,Glasscock,Texas,191
84048175,Goliad,Texas,1113
84048177,Gonzales,Texas,4342
84048179,Gray,Texas,5886
84048181,Grayson,Texas,26471
84048183,Gregg,Texas,22489
84048185,Grimes,Texas,8151
84048187,Guadalupe,Texas,34892
84048189,Hale,Texas,6379
84048191,Hall,Texas,911
84048193,Hamilton,Texas,1925
84048195,Hansford,Texas,1598
84048197,Hardeman,Texas,547
84048199,Hardin,Texas,11759
84048201,Harris,Texas,965190
84048203,Harrison,Texas,12307
84048205,Hartley,Texas,1251
84048207,Haskell,Texas,879
84048209,Hays,Texas,54852
84048211,Hemphill,Texas,1039
84048213,Henderson,Texas,14477
84048215,Hidalgo,Texas,178607
84048217,Hill,Texas,8566
84048219,Hockley,Texas,7416
84048221,Hood,Texas,12838
84048223,Hopkins,Texas,6927
84048225,Houston,Texas,3744
84048227,Howard,Texas,6432
84048229,Hudspeth,Texas,938
84048231,Hunt,Texas,15268
84048233,Hutchinson,Texas,6377
84048235,Irion,Texas,419
84048237,Jack,Texas,1438
84048239,Jackson,Texas,3123
84048241,Jasper,Texas,5858
84048243,Jeff Davis,Texas,217
84048245,Jefferson,Texas,41518
84048247,Jim Hogg,Texas,2239
84048249,Jim Wells,Texas,10528
84048251,Johnson,Texas,40582
84048253,Jones,Texas,4342
84048255,Karnes,Texas,5182
84048257,Kaufman,Texas,33876
84048259,Kendall,Texas,7615
84048261,Kenedy,Texas,74
84048263,Kent,Texas,195
84048265,Kerr,Texas,9187
84048267,Kimble,Texas,646
84048269,King,Texas,40
84048271,Kinney,Texas,712
84048273,Kleberg,Texas,6481
84048275,Knox,Texas,475
84048283,La Salle,Texas,2120
84048277,Lamar,Texas,9175
84048279,Lamb,Texas,4200
84048281,Lampasas,Texas,5313
84048285,Lavaca,Texas,4053
84048287,Lee,Texas,4027
84048289,Leon,Texas,3556
84048291,Liberty,Texas,16863
84048293,Limestone,Texas,4895
84048295,Lipscomb,Texas,605
84048297,Live Oak,Texas,2077
84048299,Llano,Texas,3720
84048301,Loving,Texas,136
84048303,Lubbock,Texas,91454
84048305,Lynn,Texas,1331
84048313,Madison,Texas,3601
84048315,Marion,Texas,1564
84048317,Martin,Texas,1110
84048319,Mason,Texas,755
84048321,Matagorda,Texas,7865
84048323,Maverick,Texas,19948
84048307,McCulloch,Texas,1227
84048309,McLennan,Texas,54216
84048311,McMullen,Texas,161
84048325,Medina,Texas,9419
84048327,Menard,Texas,474
84048329,Midland,Texas,35488
84048331,Milam,Texas,4743
84048333,Mills,Texas,1427
84048335,Mitchell,Texas,1809
84048337,Montague,Texas,4457
84048339,Montgomery,Texas,131121
84048341,Moore,Texas,5137
84048343,Morris,Texas,2405
84048345,Motley,Texas,263
84048347,Nacogdoches,Texas,11427
84048349,Navarro,Texas,11849
84048351,Newton,Texas,1288
84048353,Nolan,Texas,2934
84048355,Nueces,Texas,94677
84048357,Ochiltree,Texas,1956
84048359,Oldham,Texas,515
84048361,Orange,Texas,14580
84080048,Out of TX,Texas,0
84048363,Palo Pinto,Texas,6816
84048365,Panola,Texas,4225
84048367,Parker,Texas,32950
84048369,Parmer,Texas,2154
84048371,Pecos,Texas,2579
84048373,Polk,Texas,7543
84048375,Potter,Texas,34363
84048377,Presidio,Texas,947
84048379,Rains,Texas,1757
84048381,Randall,Texas,26559
84048383,Reagan,Texas,815
84048385,Real,Texas,778
84048387,Red River,Texas,2116
84048389,Reeves,Texas,4483
84048391,Refugio,Texas,1682
84048393,Roberts,Texas,160
84048395,Robertson,Texas,4419
84048397,Rockwall,Texas,25443
84048399,Runnels,Texas,2198
84048401,Rusk,Texas,10192
84048403,Sabine,Texas,1200
84048405,San Augustine,Texas,1012
84048407,San Jacinto,Texas,5091
84048409,San Patricio,Texas,10470
84048411,San Saba,Texas,1213
84048413,Schleicher,Texas,497
84048415,Scurry,Texas,4871
84048417,Shackelford,Texas,619
84048419,Shelby,Texas,4185
84048421,Sherman,Texas,467
84048423,Smith,Texas,43888
84048425,Somervell,Texas,2029
84048427,Starr,Texas,17166
84048429,Stephens,Texas,1747
84048431,Sterling,Texas,244
84048433,Stonewall,Texas,331
84048435,Sutton,Texas,766
84048437,Swisher,Texas,1864
84048439,Tarrant,Texas,540064
84048441,Taylor,Texas,29295
84048443,Terrell,Texas,113
84048445,Terry,Texas,2214
84048447,Throckmorton,Texas,254
84048449,Titus,Texas,8009
84048451,Tom Green,Texas,40255
84048453,Travis,Texas,213023
84048455,Trinity,Texas,2366
84048457,Tyler,Texas,3297
84090048,Unassigned,Texas,69730
84048459,Upshur,Texas,7274
84048461,Upton,Texas,786
84048463,Uvalde,Texas,10272
84048465,Val Verde,Texas,13881
84048467,Van Zandt,Texas,9964
84048469,Victoria,Texas,17857
84048471,Walker,Texas,17712
84048473,Waller,Texas,8993
84048475,Ward,Texas,2682
84048477,Washington,Texas,8748
84048479,Webb,Texas,87403
84048481,Wharton,Texas,8206
84048483,Wheeler,Texas,1115
84048485,Wichita,Texas,28670
84048487,Wilbarger,Texas,3373
84048489,Willacy,Texas,6417
84048491,Williamson,Texas,126345
84048493,Wilson,Texas,10306
84048495,Winkler,Texas,1759
84048497,Wise,Texas,16424
84048499,Wood,Texas,7731
84048501,Yoakum,Texas,1022
84048503,Young,Texas,3723
84048505,Zapata,Texas,3078
84048507,Zavala,Texas,3865
84070015,Bear River,Utah,49831
84049001,Beaver,Utah,0
84049003,Box Elder,Utah,0
84049005,Cache,Utah,0
84049007,Carbon,Utah,0
84070016,Central Utah,Utah,19467
84049009,Daggett,Utah,0
84049011,Davis,Utah,96642
84049013,Duchesne,Utah,0
84049015,Emery,Utah,0
84049017,Garfield,Utah,0
84049019,Grand,Utah,0
84049021,Iron,Utah,0
84049023,Juab,Utah,0
84049025,Kane,Utah,0
84049027,Millard,Utah,0
84049029,Morgan,Utah,0
84080049,Out of UT,Utah,0
84049031,Piute,Utah,0
84049033,Rich,Utah,0
84049035,Salt Lake,Utah,330201
84049037,San Juan,Utah,3787
84049039,Sanpete,Utah,0
84049041,Sevier,Utah,0
84070017,Southeast Utah,Utah,9666
84070018,Southwest Utah,Utah,61447
84049043,Summit,Utah,13059
84049045,Tooele,Utah,20479
84070019,TriCounty,Utah,12245
84049047,Uintah,Utah,0
84090049,Unassigned,Utah,3500
84049049,Utah,Utah,196344
84049051,Wasatch,Utah,10413
84049053,Washington,Utah,0
84049055,Wayne,Utah,0
84049057,Weber,Utah,0
84070020,Weber-Morgan,Utah,71186
84050001,Addison,Vermont,3781
84050003,Bennington,Vermont,8169
84050005,Caledonia,Vermont,4337
84050007,Chittenden,Vermont,24659
84050009,Essex,Vermont,1068
84050011,Franklin,Vermont,8023
84050013,Grand Isle,Vermont,841
84050015,Lamoille,Vermont,3126
84050017,Orange,Vermont,3087
84050019,Orleans,Vermont,4824
84080050,Out of VT,Vermont,0
84050021,Rutland,Vermont,10691
84090050,Unassigned,Vermont,13758
84050023,Washington,Vermont,8023
84050025,Windham,Vermont,5324
84050027,Windsor,Vermont,6979
850,,Virgin Islands,14988
84051001,Accomack,Virginia,6806
84051003,Albemarle,Virginia,14050
84051510,Alexandria,Virginia,28724
84051005,Alleghany,Virginia,3356
84051007,Amelia,Virginia,2455
84051009,Amherst,Virginia,6385
84051011,Appomattox,Virginia,3407
84051013,Arlington,Virginia,38681
84051015,Augusta,Virginia,17662
84051017,Bath,Virginia,816
84051019,Bedford,Virginia,14961
84051021,Bland,Virginia,1627
84051023,Botetourt,Virginia,6551
84051520,Bristol,Virginia,4001
84051025,Brunswick,Virginia,2823
84051027,Buchanan,Virginia,4234
84051029,Buckingham,Virginia,3568
84051530,Buena Vista,Virginia,1863
84051031,Campbell,Virginia,10358
84051033,Caroline,Virginia,6470
84051035,Carroll,Virginia,6100
84051036,Charles City,Virginia,1112
84051037,Charlotte,Virginia,2205
84051540,Charlottesville,Virginia,9256
84051550,Chesapeake,Virginia,47907
84051041,Chesterfield,Virginia,68100
84051043,Clarke,Virginia,2481
84051570,Colonial Heights,Virginia,4546
84051580,Covington,Virginia,941
84051045,Craig,Virginia,1008
84051047,Culpeper,Virginia,10953
84051049,Cumberland,Virginia,1152
84051590,Danville,Virginia,10179
84051051,Dickenson,Virginia,2975
84051053,Dinwiddie,Virginia,5009
84051595,Emporia,Virginia,1045
84051057,Essex,Virginia,2145
84051059,Fairfax,Virginia,168027
84051600,Fairfax City,Virginia,1928
84051610,Falls Church,Virginia,1813
84051061,Fauquier,Virginia,12312
84051063,Floyd,Virginia,2317
84051065,Fluvanna,Virginia,4551
84051067,Franklin,Virginia,10035
84051620,Franklin City,Virginia,2416
84051069,Frederick,Virginia,19518
84051630,Fredericksburg,Virginia,5134
84051640,Galax,Virginia,2346
84051071,Giles,Virginia,3604
84051073,Gloucester,Virginia,6955
84051075,Goochland,Virginia,3621
84051077,Grayson,Virginia,3462
84051079,Greene,Virginia,3698
84051081,Greensville,Virginia,3214
84051083,Halifax,Virginia,6500
84051650,Hampton,Virginia,26409
84051085,Hanover,Virginia,20274
84051660,Harrisonburg,Virginia,12594
84051087,Henrico,Virginia,60872
84051089,Henry,Virginia,10452
84051091,Highland,Virginia,340
84051670,Hopewell,Virginia,5927
84051093,Isle of Wight,Virginia,7056
84051095,James City,Virginia,13967
84051099,King George,Virginia,4738
84051101,King William,Virginia,3506
84051097,King and Queen,Virginia,1084
84051103,Lancaster,Virginia,1692
84051105,Lee,Virginia,5571
84051678,Lexington,Virginia,2637
84051107,Loudoun,Virginia,63102
84051109,Louisa,Virginia,6049
84051111,Lunenburg,Virginia,2111
84051680,Lynchburg,Virginia,18233
84051113,Madison,Virginia,1938
84051683,Manassas,Virginia,8609
84051685,Manassas Park,Virginia,2552
84051690,Martinsville,Virginia,2960
84051115,Mathews,Virginia,1357
84051117,Mecklenburg,Virginia,5480
84051119,Middlesex,Virginia,1716
84051121,Montgomery,Virginia,17103
84051125,Nelson,Virginia,2509
84051127,New Kent,Virginia,4387
84051700,Newport News,Virginia,34931
84051710,Norfolk,Virginia,40228
84051131,Northampton,Virginia,2059
84051133,Northumberland,Virginia,2044
84051720,Norton,Virginia,1127
84051135,Nottoway,Virginia,3728
84051137,Orange,Virginia,6573
84080051,Out of VA,Virginia,0
84051139,Page,Virginia,5334
84051141,Patrick,Virginia,3259
84051730,Petersburg,Virginia,8001
84051143,Pittsylvania,Virginia,12106
84051735,Poquoson,Virginia,2233
84051740,Portsmouth,Virginia,20079
84051145,Powhatan,Virginia,4610
84051147,Prince Edward,Virginia,4315
84051149,Prince George,Virginia,7579
84051153,Prince William,Virginia,91920
84051155,Pulaski,Virginia,6458
84051750,Radford,Virginia,4547
84051157,Rappahannock,Virginia,894
84051159,Richmond,Virginia,2544
84051760,Richmond City,Virginia,42286
84051161,Roanoke,Virginia,19484
84051770,Roanoke City,Virginia,19993
84051163,Rockbridge,Virginia,3010
84051165,Rockingham,Virginia,13788
84051167,Russell,Virginia,6124
84051775,Salem,Virginia,6422
84051169,Scott,Virginia,5135
84051171,Shenandoah,Virginia,10295
84051173,Smyth,Virginia,7631
84051175,Southampton,Virginia,3206
84051177,Spotsylvania,Virginia,25312
84051179,Stafford,Virginia,28537
84051790,Staunton,Virginia,5264
84051800,Suffolk,Virginia,18112
84051181,Surry,Virginia,1040
84051183,Sussex,Virginia,2363
84051185,Tazewell,Virginia,8966
84090051,Unassigned,Virginia,0
84051810,Virginia Beach,Virginia,86370
84051187,Warren,Virginia,8117
84051191,Washington,Virginia,12483
84051820,Waynesboro,Virginia,5083
84051193,Westmoreland,Virginia,3121
84051830,Williamsburg,Virginia,1594
84051840,Winchester,Virginia,6102
84051195,Wise,Virginia,8948
84051197,Wythe,Virginia,6789
84051199,York,Virginia,9290
84053001,Adams,Washington,4682
84053003,Asotin,Washington,4109
84053005,Benton,Washington,49620
84053007,Chelan,Washington,18930
84053009,Clallam,Washington,10263
84053011,Clark,Washington,78248
84053013,Columbia,Washington,557
84053015,Cowlitz,Washington,20621
84053017,Douglas,Washington,10320
84053019,Ferry,Washington,1245
84053021,Franklin,Washington,31553
84053023,Garfield,Washington,349
84053025,Grant,Washington,24349
84053027,Grays Harbor,Washington,14980
84053029,Island,Washington,9226
84053031,Jefferson,Washington,2621
84053033,King,Washington,351573
84053035,Kitsap,Washington,36380
84053037,Kittitas,Washington,8017
84053039,Klickitat,Washington,3268
84053041,Lewis,Washington,16217
84053043,Lincoln,Washington,2056
84053045,Mason,Washington,11212
84053047,Okanogan,Washington,7605
84080053,Out of WA,Washington,0
84053049,Pacific,Washington,3057
84053051,Pend Oreille,Washington,2403
84053053,Pierce,Washington,178393
84053055,San Juan,Washington,1003
84053057,Skagit,Washington,20781
84053059,Skamania,Washington,1367
84053061,Snohomish,Washington,142780
84053063,Spokane,Washington,116878
84053065,Stevens,Washington,7588
84053067,Thurston,Washington,43651
84090053,Unassigned,Washington,4237
84053069,Wahkiakum,Washington,491
84053071,Walla Walla,Washington,14428
84053073,Whatcom,Washington,34652
84053075,Whitman,Washington,9001
84053077,Yakima,Washington,69052
84054001,Barbour,West Virginia,4309
84054003,Berkeley,West Virginia,34234
84054005,Boone,West Virginia,6086
84054007,Braxton,West Virginia,3469
84054009,Brooke,West Virginia,4721
84054011,Cabell,West Virginia,25453
84054013,Calhoun,West Virginia,1667
84054015,Clay,West Virginia,2146
84054017,Doddridge,West Virginia,1975
84054019,Fayette,West Virginia,11645
84054021,Gilmer,West Virginia,1954
84054023,Grant,West Virginia,3566
84054025,Greenbrier,West Virginia,8419
84054027,Hampshire,West Virginia,5441
84054029,Hancock,West Virginia,6433
84054031,Hardy,West Virginia,4018
84054033,Harrison,West Virginia,17849
84054035,Jackson,West Virginia,6393
84054037,Jefferson,West Virginia,13651
84054039,Kanawha,West Virginia,43340
84054041,Lewis,West Virginia,4778
84054043,Lincoln,West Virginia,4936
84054045,Logan,West Virginia,8762
84054049,Marion,West Virginia,13476
84054051,Marshall,West Virginia,8187
84054053,Mason,West Virginia,5948
84054047,McDowell,West Virginia,4731
84054055,Mercer,West Virginia,15053
84054057,Mineral,West Virginia,7356
84054059,Mingo,West Virginia,7070
84054061,Monongalia,West Virginia,22923
84054063,Monroe,West Virginia,3785
84054065,Morgan,West Virginia,4046
84054067,Nicholas,West Virginia,6540
84054069,Ohio,West Virginia,10529
84080054,Out of WV,West Virginia,0
84054071,Pendleton,West Virginia,1828
84054073,Pleasants,West Virginia,1977
84054075,Pocahontas,West Virginia,1830
84054077,Preston,West Virginia,8370
84054079,Putnam,West Virginia,15356
84054081,Raleigh,West Virginia,20628
84054083,Randolph,West Virginia,8464
84054085,Ritchie,West Virginia,2208
84054087,Roane,West Virginia,2881
84054089,Summers,West Virginia,2516
84054091,Taylor,West Virginia,3976
84054093,Tucker,West Virginia,1796
84054095,Tyler,West Virginia,2039
84090054,Unassigned,West Virginia,0
84054097,Upshur,West Virginia,6073
84054099,Wayne,West Virginia,9027
84054101,Webster,West Virginia,1950
84054103,Wetzel,West Virginia,3980
84054105,Wirt,West Virginia,1361
84054107,Wood,West Virginia,20717
84054109,Wyoming,West Virginia,6246
84055001,Adams,Wisconsin,4482
84055003,Ashland,Wisconsin,3074
84055005,Barron,Wisconsin,13016
84055007,Bayfield,Wisconsin,3035
84055009,Brown,Wisconsin,81897
84055011,Buffalo,Wisconsin,3254
84055013,Burnett,Wisconsin,3793
84055015,Calumet,Wisconsin,14104
84055017,Chippewa,Wisconsin,18020
84055019,Clark,Wisconsin,7399
84055021,Columbia,Wisconsin,14632
84055023,Crawford,Wisconsin,4031
84055025,Dane,Wisconsin,117382
84055027,Dodge,Wisconsin,26221
84055029,Door,Wisconsin,6794
84055031,Douglas,Wisconsin,10904
84055033,Dunn,Wisconsin,12788
84055035,Eau Claire,Wisconsin,28872
84055037,Florence,Wisconsin,1033
84055039,Fond du Lac,Wisconsin,30806
84055041,Forest,Wisconsin,2581
84055043,Grant,Wisconsin,12170
84055045,Green,Wisconsin,8585
84055047,Green Lake,Wisconsin,4886
84055049,Iowa,Wisconsin,4949
84055051,Iron,Wisconsin,1436
84055053,Jackson,Wisconsin,5500
84055055,Jefferson,Wisconsin,20769
84055057,Juneau,Wisconsin,7425
84055059,Kenosha,Wisconsin,42866
84055061,Kewaunee,Wisconsin,5725
84055063,La Crosse,Wisconsin,33007
84055065,Lafayette,Wisconsin,3500
84055067,Langlade,Wisconsin,5075
84055069,Lincoln,Wisconsin,6768
84055071,Manitowoc,Wisconsin,19769
84055073,Marathon,Wisconsin,37956
84055075,Marinette,Wisconsin,11174
84055077,Marquette,Wisconsin,3675
84055078,Menominee,Wisconsin,1838
84055079,Milwaukee,Wisconsin,262587
84055081,Monroe,Wisconsin,11488
84055083,Oconto,Wisconsin,11151
84055085,Oneida,Wisconsin,8216
84080055,Out of WI,Wisconsin,0
84055087,Outagamie,Wisconsin,52911
84055089,Ozaukee,Wisconsin,21406
84055091,Pepin,Wisconsin,1893
84055093,Pierce,Wisconsin,11041
84055095,Polk,Wisconsin,11802
84055097,Portage,Wisconsin,17336
